scientificName,scientificNameID,match_type.x,id,date,hakai_id,depth,line_out_depth,work_area,site_id,lat,long,volume,lugols,collected,orig_name,counts,lifeStage,taxonRemark,identificationQualifier,AphiaID,url,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type.y,modified
Telonema subtilis,urn:lsid:marinespecies.org:taxname:118076,exact,2806,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Telonema subtilis,4375,NA,NA,NA,118076,http://www.marinespecies.org/aphia.php?p=taxdetails&id=118076,"Griessmann, 1913",unaccepted,Spelling variation,220,Species,118075,Telonema subtile,"Griessmann, 1913",118028,Chromista,Cryptophyta,Telonemea,Telonemida,NA,Telonema,"WoRMS (2021). Telonema subtilis Griessmann, 1913. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=118076 on 2021-02-02",urn:lsid:marinespecies.org:taxname:118076,1,NA,NA,NA,NA,exact,2013-05-24T08:19:41.867Z
Kinetoplastea,urn:lsid:marinespecies.org:taxname:562565,exact,2807,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Kinetoplastea,4375,NA,NA,NA,562565,http://www.marinespecies.org/aphia.php?p=taxdetails&id=562565,"Honigberg, 1963",accepted,NA,60,Class,562565,Kinetoplastea,"Honigberg, 1963",536202,Protozoa,Euglenozoa,Kinetoplastea,NA,NA,NA,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Kinetoplastea. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=562565 on 2021-02-02",urn:lsid:marinespecies.org:taxname:562565,1,1,1,1,NA,exact,2011-10-14T10:07:31.253Z
Protozoa,urn:lsid:marinespecies.org:taxname:5,exact,2808,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Protozoa,459375,NA,NA,NA,5,http://www.marinespecies.org/aphia.php?p=taxdetails&id=5,"Owen, 1858",accepted,NA,10,Kingdom,5,Protozoa,"Owen, 1858",1,Protozoa,NA,NA,NA,NA,NA,WoRMS (2021). Protozoa. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=5 on 2021-02-02,urn:lsid:marinespecies.org:taxname:5,1,1,1,1,NA,exact,2011-07-29T07:04:15.940Z
Pennales,urn:lsid:marinespecies.org:taxname:1304629,exact,2809,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Pennales,5883,NA,NA,NA,1304629,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304629,NA,accepted,NA,100,Order,1304629,Pennales,NA,148899,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,WoRMS (2021). Pennales. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304629 on 2021-02-02,urn:lsid:marinespecies.org:taxname:1304629,1,NA,NA,NA,NA,exact,2018-10-15T11:00:58.190Z
Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,exact,2810,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Skeletonema marinoi,100788,NA,NA,NA,376667,http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667,"Sarno & Zingone, 2005",uncertain,unassessed,220,Species,376667,Skeletonema marinoi,"Sarno & Zingone, 2005",149073,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Skeletonema marinoi Sarno & Zingone, 2005. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667 on 2021-02-02",urn:lsid:marinespecies.org:taxname:376667,1,NA,NA,0,0,exact,2018-01-31T09:33:29.450Z
Chaetoceros tenuissimus,urn:lsid:marinespecies.org:taxname:156623,exact,2811,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Chaetoceros tenuissimus,8750,NA,NA,NA,156623,http://www.marinespecies.org/aphia.php?p=taxdetails&id=156623,"Meunier, 1913",accepted,NA,220,Species,156623,Chaetoceros tenuissimus,"Meunier, 1913",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros tenuissimus Meunier, 1913. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=156623 on 2021-02-02",urn:lsid:marinespecies.org:taxname:156623,1,NA,NA,0,0,exact,2005-07-05T10:00:05.587Z
Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,exact,2812,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Chaetoceros ,1332,NA,NA,spp.,148985,http://www.marinespecies.org/aphia.php?p=taxdetails&id=148985,"C.G. Ehrenberg, 1844",accepted,NA,180,Genus,148985,Chaetoceros,"C.G. Ehrenberg, 1844",148984,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros C.G. Ehrenberg, 1844. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148985 on 2021-02-02",urn:lsid:marinespecies.org:taxname:148985,1,1,1,0,0,exact,2018-09-08T17:13:06.053Z
Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,exact,2813,2018-05-15,QPHY1034,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-15T16:31:10.000Z,Oligotrichea,1332,NA,NA,NA,732974,http://www.marinespecies.org/aphia.php?p=taxdetails&id=732974,"Bütschli, 1887",accepted,NA,60,Class,732974,Oligotrichea,"Bütschli, 1887",425401,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,"Xu, K.; Agatha, S. & Dolan, J. (2021). World Ciliophora Database. Oligotrichea. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=732974 on 2021-02-02",urn:lsid:marinespecies.org:taxname:732974,1,NA,1,NA,NA,exact,2013-07-01T09:17:04.143Z
Asterionellopsis glacialis,urn:lsid:marinespecies.org:taxname:149139,exact,2814,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Asterionellopsis glacialis,10800,NA,NA,NA,149139,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149139,"(Castracane) Round, 1990",alternate representation,NA,220,Species,148955,Asterionella glacialis,"Castracane, 1886",149138,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Asterionellopsis glacialis (Castracane) Round, 1990. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149139 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149139,1,NA,NA,NA,NA,exact,2018-02-01T09:09:54.613Z
Attheya,urn:lsid:marinespecies.org:taxname:160519,exact,2815,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Attheya ,7000,NA,NA,spp.,160519,http://www.marinespecies.org/aphia.php?p=taxdetails&id=160519,"T. West, 1860",accepted,NA,180,Genus,160519,Attheya,"T. West, 1860",160518,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Attheyaceae,Attheya,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Attheya T. West, 1860. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=160519 on 2021-02-02",urn:lsid:marinespecies.org:taxname:160519,1,NA,0,0,0,exact,2017-02-23T10:36:53.780Z
Chaetoceros ceratosporus,urn:lsid:marinespecies.org:taxname:149297,exact,2816,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros ceratosporus,2333,NA,NA,NA,149297,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149297,"Ostenfeld, 1910",uncertain,unassessed,220,Species,149297,Chaetoceros ceratosporus,"Ostenfeld, 1910",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros ceratosporus Ostenfeld, 1910. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149297 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149297,1,NA,NA,0,0,exact,2018-01-31T09:33:29.450Z
Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,exact,2817,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros cinctus,3312,NA,NA,NA,149622,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149622,"Gran, 1897",accepted,NA,220,Species,149622,Chaetoceros cinctus,"Gran, 1897",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros cinctus Gran, 1897. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149622 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149622,1,NA,NA,0,0,exact,2005-07-05T09:02:43.383Z
Chaetoceros convolutus,urn:lsid:marinespecies.org:taxname:156611,exact,2818,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros convolutus,144,NA,NA,NA,156611,http://www.marinespecies.org/aphia.php?p=taxdetails&id=156611,"Castracane, 1886",accepted,NA,220,Species,156611,Chaetoceros convolutus,"Castracane, 1886",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros convolutus Castracane, 1886. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=156611 on 2021-02-02",urn:lsid:marinespecies.org:taxname:156611,1,NA,NA,0,0,exact,2005-07-05T10:00:05.587Z
Chaetoceros danicus,urn:lsid:marinespecies.org:taxname:149120,exact,2819,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros danicus,720,NA,NA,NA,149120,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149120,"Cleve, 1889",uncertain,unassessed,220,Species,149120,Chaetoceros danicus,"Cleve, 1889",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros danicus Cleve, 1889. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149120 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149120,1,NA,NA,0,0,exact,2018-01-31T09:33:29.450Z
Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,phonetic,2820,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chetoceros debilis,36000,NA,NA,NA,149219,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149219,"Cleve, 1894 emend Xu, Y.Li & Lundholm in Xu et al., 2020",accepted,NA,220,Species,149219,Chaetoceros debilis,"Cleve, 1894 emend Xu, Y.Li & Lundholm in Xu et al., 2020",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros debilis Cleve, 1894 emend Xu, Y.Li & Lundholm in Xu et al., 2020. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149219 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149219,1,NA,NA,0,0,exact,2020-11-02T04:50:29.973Z
Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,exact,2821,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros similis,432,NA,NA,NA,149127,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149127,"Cleve, 1896",accepted,NA,220,Species,149127,Chaetoceros similis,"Cleve, 1896",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros similis Cleve, 1896. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149127 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149127,1,NA,NA,0,0,exact,2005-07-05T10:00:05.587Z
Chaetoceros simplex,urn:lsid:marinespecies.org:taxname:149294,exact,2822,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros simplex,16331,NA,NA,NA,149294,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149294,"Ostenfeld, 1902",accepted,NA,220,Species,149294,Chaetoceros simplex,"Ostenfeld, 1902",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros simplex Ostenfeld, 1902. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149294 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149294,1,NA,NA,0,0,exact,2008-03-27T13:16:17.603Z
Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,exact,2823,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros socialis,11952,NA,NA,NA,149123,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149123,"H.S.Lauder, 1864",accepted,NA,220,Species,149123,Chaetoceros socialis,"H.S.Lauder, 1864",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros socialis H.S.Lauder, 1864. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149123 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149123,1,NA,NA,0,0,exact,2008-03-27T13:16:17.603Z
Chaetoceros subtilis,urn:lsid:marinespecies.org:taxname:156621,exact,2824,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Chaetoceros subtilis,4666,NA,NA,NA,156621,http://www.marinespecies.org/aphia.php?p=taxdetails&id=156621,"Cleve, 1896",accepted,NA,220,Species,156621,Chaetoceros subtilis,"Cleve, 1896",148985,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros subtilis Cleve, 1896. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=156621 on 2021-02-02",urn:lsid:marinespecies.org:taxname:156621,1,NA,NA,0,0,exact,2005-07-05T10:00:05.587Z
Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,exact,2825,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Cylindrotheca closterium,7776,NA,NA,NA,149004,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004,"(Ehrenberg) Reimann & J.C.Lewin, 1964",accepted,NA,220,Species,149004,Cylindrotheca closterium,"(Ehrenberg) Reimann & J.C.Lewin, 1964",149003,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Cylindrotheca closterium (Ehrenberg) Reimann & J.C.Lewin, 1964. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149004,1,0,1,0,NA,exact,2008-03-27T13:16:17.603Z
Dactyliosolen fragilissimus,urn:lsid:marinespecies.org:taxname:149310,exact,2826,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Dactyliosolen fragilissimus,144,NA,NA,NA,149310,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149310,"(Bergon) Hasle, 1996",alternate representation,NA,220,Species,985165,Rhizosolenia fragilissima f. fragilissima,"Bergon, 1903",149309,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Dactyliosolen fragilissimus (Bergon) Hasle, 1996. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149310 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149310,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Dactyliosolen phuketensis,urn:lsid:marinespecies.org:taxname:248064,exact,2827,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Dactyliosolen phuketensis,144,NA,NA,NA,248064,http://www.marinespecies.org/aphia.php?p=taxdetails&id=248064,"(B.G.Sundström) G.R.Hasle, 1996",alternate representation,NA,220,Species,573582,Rhizosolenia phuketensis,"B.G.Sundström, 1980",149309,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Dactyliosolen phuketensis (B.G.Sundström) G.R.Hasle, 1996. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=248064 on 2021-02-02",urn:lsid:marinespecies.org:taxname:248064,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,exact,2828,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Ditylum brightwellii,720,NA,NA,NA,149023,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149023,"(T.West) Grunow, 1885",uncertain,unassessed,220,Species,149023,Ditylum brightwellii,"(T.West) Grunow, 1885",149022,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Ditylum brightwellii (T.West) Grunow, 1885. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149023 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149023,1,NA,NA,0,0,exact,2018-01-31T09:33:29.450Z
Eucampia zodiacus,urn:lsid:marinespecies.org:taxname:149131,exact,2829,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Eucampia zodiacus,32832,NA,NA,NA,149131,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131,"Ehrenberg, 1839",uncertain,unassessed,220,Species,149131,Eucampia zodiacus,"Ehrenberg, 1839",149130,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Eucampia zodiacus Ehrenberg, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149131,1,NA,0,0,0,exact,2018-01-31T09:33:29.450Z
Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,exact,2830,2018-05-22,QPHY1039,0,0,QUADRA,QU39,50.0307000000001,-125.0992,250,true,2018-05-22T14:41:31.000Z,Leptocylindrus danicus,1008,NA,NA,NA,149106,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106,"Cleve, 1889",uncertain,unassessed,220,Species,149106,Leptocylindrus danicus,"Cleve, 1889",149038,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Leptocylindrus danicus Cleve, 1889. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149106,1,NA,NA,NA,NA,exact,2018-01-31T09:33:29.450Z
